"Sample","Class","CP647","CP876","CP596","CP606","CP608","CP555","CP600","CP562","CP597","CP636","CP617","CP595","CP602","CP2492","CP590","CP609","CP615","CP603","CP610","CP1101","CP885","CP589","CP3097","CP549","CP1097","CP573","CP583","CP4957","CP871","CP1415","CP15","CP623","CP587","CP627","CP547","CP874","CP1089","CP542","CP614","CP2961","CP3342","CP515","CP1091","CP548","CP3701","CP680","CP5023","CP3347","CP461","CP870","CP178","CP1469","CP5016","CP225","CP4729","CP3404","CP3457","CP35","CP1281","CP628","CP486","CP5030","CP675","CP4080","CP838","CP139","CP4650","CP1095","CP1462","CP1172","CP4081","CP224","CP5032","CP4393","CP4785","CP868","CP4075","CP1777","CP4686","CP694","CP1238","CP5029","CP2168","CP331","CP4021","CP299","CP5031","CP1060","CP378","CP1146","CP1221","CP1094","CP176","CP2097","CP3908","CP1808","CP1467","CP2951","CP1103","CP4921"
"A2-48","0",1.28051663,-0.727238549,1.253595203,0.739948156,0.580572575,-0.816987402,0.7657184,0.165186479,1.384495647,0.900180681,-0.400562311,0.5673184,0.288210803,1.297956514,0.846556042,0.434614608,0.615901803,0.520571573,0.620356415,0.281860538,0.903524975,0.584398925,-0.126126797,-0.006959775,0.343182929,0.035982691,0.040253274,0.932532692,-0.776785651,-0.149209124,-0.501385075,0.461850629,0.352153271,-0.661066053,0.971133606,-0.656876618,0.64864676,0.141808753,0.266847538,-1.09345666,-0.843289299,-0.619468748,0.100985395,-0.282416548,-1.014868496,4.764185113,-0.080796239,-0.829114395,-0.369389376,-0.677867778,-1.19622846,-1.262322018,0.760966744,0.073096925,-0.800702741,-0.451198307,-0.344119303,0.191676959,-0.852408254,-0.080864352,-0.264051466,4.44166547,0.469319982,-0.721102446,1.216863394,-0.417872963,0.200678932,-0.169227459,0.135639469,-0.733862515,-0.563928529,-1.079716902,4.02794399,-0.224634508,-0.079638719,-0.765141818,-1.015587686,0.289335543,1.375676393,0.65492222,0.419007395,4.097548615,-0.888678298,-1.104872371,-0.521173,-0.011931318,4.045061086,-1.042143341,2.187240214,-0.563152656,-0.580324884,0.307289913,0.136452204,-0.494455249,-0.394487007,-0.761640751,-1.104582627,-1.040932328,0.96438712,-0.385358262
"A2-51","0",1.994561216,-0.835970915,0.992393974,1.71886994,0.900970769,1.075597249,0.815299462,1.316172268,1.043261838,2.927958692,1.505690476,0.793361876,0.822004871,-0.886898943,1.209074956,1.418181583,1.919666869,1.51196829,1.8512406,0.119903592,1.114866998,1.65817021,-1.117557647,1.245266312,0.293043111,0.060347162,0.064649269,-0.352169587,-1.00530065,0.050089619,0.71466435,-0.39487273,0.307109089,-0.899591355,1.245933036,-0.895637385,0.612834713,0.981435688,-0.276090029,-1.540118832,-0.400037442,0.091838429,0.637464256,-0.040467718,-1.410482916,1.148284444,0.359682496,-0.532296852,-0.306123337,-0.313206638,0.230734228,-0.940370451,0.725761652,-0.483371201,-0.376834336,-1.127930643,0.096903061,0.614214128,-0.49545879,-0.925318923,-0.230781549,2.192325634,-0.297871778,-0.621702524,0.352593942,1.444029349,0.338960829,0.582652332,-0.660198017,-0.869729528,-0.618905713,-1.00547334,1.676190708,0.453357805,0.68310833,-1.065645457,-0.551865469,0.187022698,1.274631036,-0.177147192,-1.091918475,1.630298175,-0.968858739,-0.618706283,-0.548997828,-0.107844651,2.767028828,-1.332456054,1.336248584,-0.544669227,-0.564903054,0.482567304,1.566656332,-1.140116683,-0.391201819,-1.10199646,-0.890240422,-1.448019793,-0.104988423,-0.475881021
"A3-05","1",0.980083294,-0.421831512,0.115317417,0.354216696,-0.231659509,-0.020528062,0.780057057,-0.582699418,0.111212078,0.205490069,0.612359784,-0.138308495,-0.331607332,1.032374416,-0.359610898,-0.181055064,-0.166526094,-0.010552744,-0.207960846,-0.344452008,-0.086886044,-0.22827124,0.015241814,0.416134926,0.544241911,-0.236930095,-0.359788984,-0.557435371,-0.096478668,2.052140697,-0.211413137,0.799925644,0.254405541,0.344810051,1.015418323,0.048772481,0.105107551,0.287476156,-0.349012554,-0.757491225,0.368002663,0.262817858,0.239221508,0.166065449,0.449857371,0.758478434,-0.015477851,0.273194931,0.600752303,-0.704350632,0.766692074,-0.308809157,-0.303914017,-0.16073689,-0.391151501,-0.655913842,0.111701325,-0.736612318,0.662721563,-0.579558887,-0.415801076,-0.512100412,0.3421492,-0.490380687,1.177186356,0.302086391,-0.392838701,-0.433056055,0.007905298,-0.989025281,-0.52246877,1.983816949,-0.51914056,0.125401564,0.113398648,-0.120758585,-0.368264188,-0.40886765,-0.476160864,-0.529945673,-0.75819489,-0.49061254,-0.548695106,1.949392569,-0.63193108,-0.478497321,-0.692823461,-0.505407596,-0.343444079,-0.133588275,-0.52196119,0.146696344,0.998497755,0.008973704,-0.392348861,-0.59523855,-0.208842058,-0.654906605,0.714262056,-0.847126659
"A3-09","1",0.609610945,-0.03353809,0.245991712,0.75359503,0.093097113,0.463905519,0.205444712,-0.08716202,0.365642501,-1.850162084,1.010355868,0.151712626,0.293936159,1.190003836,1.328092325,0.242910385,-0.149459778,0.040405768,-0.142314495,1.134021259,0.012544779,-0.135061742,1.129959346,-1.030041207,1.116641792,-0.323274533,-0.319468772,-0.422818503,0.005956492,0.014855147,1.050011979,0.536003864,-0.262560709,0.773229605,-0.013527117,0.15502294,1.062616454,-0.831212462,0.59955416,-0.186623005,2.716784615,-0.089616516,0.746806611,-0.043620981,-0.032416289,-0.131360234,0.457415754,2.254468279,0.417960763,-0.340112018,2.952314597,0.990828376,-0.344983408,-0.240140211,-0.520759871,0.313472311,0.401597812,-0.735542466,0.666004861,-0.08059983,-0.816307491,-0.368428891,0.611511222,0.197365134,-0.260391248,0.889712321,-0.613857263,1.02685828,0.222263473,-1.029144057,0.118412296,-0.752995225,-0.403446787,0.20134023,0.186904288,0.317899522,0.360337969,-0.180775024,-0.404478702,0.791422237,-0.593574493,-0.344924075,0.540155063,2.81519867,-0.595339852,-0.104545031,-0.476513957,0.604660382,0.543784373,-0.331103013,0.086365628,1.300252845,0.680380287,-0.060375893,-0.389898497,-0.924015015,0.936482245,-0.145842029,-0.38732032,-0.739058208
"A3-12","1",1.576845116,0.152602448,0.987421858,1.204172233,0.777098622,-0.460179772,0.740608632,0.170025203,1.07762725,0.650455784,1.440295903,0.790091017,0.820715889,1.381742389,0.876734041,0.864632026,0.634565156,0.828808967,0.581851026,0.28782752,0.446097165,0.556291317,-0.041587048,0.578851717,0.607389652,0.291718231,0.296319695,-0.884723108,-0.751721989,0.413627413,0.974601267,1.241311502,0.17886248,-0.896384322,0.171569563,-0.630876031,0.010052686,0.444530917,0.296452478,-0.66149919,1.360290867,2.124202365,0.898359026,1.063680604,-0.194272998,-0.103263147,-0.35491045,1.215489175,1.129664391,-0.613569608,1.114305579,1.537984804,-0.46407601,-0.404237799,-0.434054179,-0.631399819,-0.279782015,0.160094382,-0.107411918,0.988601498,-0.326637145,-0.548029782,0.455258943,0.336946314,-0.063765259,0.538879193,-0.137532057,0.202952469,-0.184933652,-0.895444198,0.294594739,1.257647986,-0.541690749,0.267802987,0.309146636,-0.903140847,0.742525766,0.02344621,0.087332372,-0.827968151,-0.81457372,-0.533356671,0.567425995,0.552746212,-0.389362534,-0.420279069,-0.561041806,-0.927868763,0.070850982,-0.042798424,-0.468568407,1.010447542,1.691759612,0.435397213,-0.382142235,-0.323986621,1.470758567,-0.072703185,-0.33990806,-0.572055719
"A3-51","0",0.793222429,-0.047056218,0.031966279,0.577373706,0.082599269,0.319394562,0.628345466,-0.185773454,-0.18515093,1.655859437,0.398667529,0.090959662,-0.226835411,1.209674894,0.001137844,-0.097919028,0.171824812,0.408032096,0.139979606,-0.435217903,-0.650093858,0.081312665,0.368172146,-0.276448846,-0.94782224,-0.257007883,-0.253116383,0.628158829,-0.669553686,1.637341386,1.047966059,0.587045822,-0.347984313,0.821260499,1.405629474,-0.545647288,-0.586762713,-0.498461211,0.457852051,-0.955821104,0.433777734,1.09332423,-0.90740563,-0.371995244,-0.216654125,1.265012883,1.317745965,0.23000011,-0.138516545,-0.130267672,1.249473074,-0.705748143,-0.296953387,-0.486327638,0.213910541,-1.04980272,0.199664604,-0.225612537,0.908723507,-0.817935707,0.385479987,-0.024516969,0.591015061,-0.505027873,-0.841877039,-0.429501533,-0.10334763,-0.428359163,-0.064819017,-0.555462975,-0.529862434,-0.363708187,0.001673159,0.067555659,0.415474829,-0.53775245,-0.457255613,0.219636144,0.015098661,0.90910179,-0.459659774,2.88e-05,-0.552016072,2.484310429,-0.171999947,-0.680677928,-0.050055989,-1.013099815,3.186712099,0.063271987,-0.038565298,-0.383829022,1.666093206,0.198557295,-0.174919762,-0.349567321,-0.697207258,-0.878028143,-0.675822343,-0.548360698
"A3-54","0",0.905425451,-0.686180046,1.705857381,0.067807912,1.863534719,-0.256942024,2.447187341,0.946483262,1.743124093,-1.14935933,0.266655342,1.66513017,1.750368425,0.346905712,-1.126266632,-0.296143264,0.65705137,0.835336813,0.605968724,-2.039101304,0.150500425,0.553341566,-0.233649896,0.367738196,-1.977817962,0.24960777,0.25415475,1.201436389,-0.887301546,-0.003386865,-1.30524929,0.4607467,-0.054716676,0.702832234,1.973018374,-0.862319441,-1.879242738,0.45345235,1.272408174,-0.557692472,-0.344074814,-0.213488833,-1.995065012,1.607515814,-0.341324935,3.312755294,4.185476434,-0.170123511,1.102910234,-0.590441666,-0.747648979,-0.018077736,2.594426082,-0.907365779,-0.488740587,-0.746309772,-0.225976553,-1.311399997,-1.739696727,0.346608913,0.765209678,1.124837018,0.472208737,-0.487534337,1.727936667,-0.230472364,0.356203197,-1.751680284,0.041731158,-0.705169159,-0.558284109,-0.471584346,1.315496767,-0.404032439,0.43362647,-0.967146218,-0.355657333,-0.768521027,0.423723946,0.55975439,-0.730581403,1.273947372,-0.666684323,-0.253652112,-0.342520507,-0.116166802,1.783713183,-0.622937845,-0.146028777,-0.863478478,-0.316847038,-1.930349897,3.364826941,-0.507929624,-0.392132501,-0.506159276,0.348782007,-0.604684042,-0.88466035,0.024884754
"A3-69","0",0.632873215,-0.210150849,0.586590274,0.679380403,0.405710217,0.746518633,0.253120858,0.536264202,0.474316888,0.968217658,1.163851692,0.356183237,0.296941692,-0.238124345,0.727068756,1.309843082,2.553923625,-1.470327455,2.460471007,1.114480352,0.330690505,2.299409495,-0.600349688,0.705004968,0.240383655,0.825315394,0.531486549,-0.709596641,-0.597020437,-0.618961374,-0.58407122,-0.367035878,0.391412583,1.010165504,1.985116648,-0.470412466,1.428947374,0.269958833,1.419762829,-1.155016129,0.550640622,3.228341051,0.540962581,0.584567039,-0.218831382,0.769366978,-0.024541587,0.365624238,0.070991615,-0.055762748,1.901172715,-0.888878098,-0.545478441,-0.800773197,-0.690943886,-1.022970531,0.651170827,-0.672127335,0.634977398,-0.520551049,-0.052742911,-0.551906154,1.538907237,-0.488167584,-0.987569722,0.658728154,-0.756169983,0.231112123,-0.455391539,0.01921417,-0.535842534,2.722213266,-0.506512094,-0.325132117,-0.465019813,-0.785974998,-0.511635035,0.323465158,-0.32432463,0.041896682,-0.498592772,-0.476275401,-0.529903441,2.998088873,0.29588291,-0.458660917,-0.47121956,-0.647652049,1.448295319,1.277790044,-0.160114166,1.322753685,-0.873579799,-0.209199058,-0.324809256,-0.586416186,-0.799660258,-1.11191293,1.160742993,-0.280174477
"A4-03","1",-0.226684547,-0.088996279,-0.788073342,-0.327855821,-0.905246718,0.044493546,-0.162969578,-1.19931924,-0.753749756,-0.990594982,-0.861220393,-0.809917624,-1.198880465,0.886558325,-0.59902626,-1.132356662,-0.98978462,-0.338534141,-1.032762424,0.515129012,-0.873183637,-1.059558799,0.145273947,-0.952409689,0.383792024,-0.438673604,-0.435017151,-0.298820107,-0.634472133,1.60377694,0.071718818,-0.135498742,-0.478037168,-0.315360804,-1.004562831,-0.509259087,0.334813756,-0.453702414,-0.661831148,1.343007679,-0.369650168,-0.808414106,-0.282246965,-0.445449454,-0.062348279,-0.349071922,-1.264125946,-0.107851119,-0.36347298,-0.126687843,-1.155463196,-1.060324313,-0.383139056,-0.926938095,-0.468382913,-0.738690179,-1.318738481,-0.703191022,2.295744528,-0.40726839,0.279594166,-0.658099717,-1.404726892,-0.730544219,-0.629993482,-1.244700874,0.320837745,-0.158737393,-0.766954819,-0.79206316,-0.714227549,0.452215905,-0.730019213,-0.132116907,0.45219143,-0.688139497,-0.764965825,-0.613961769,-1.092844323,-0.496845909,-0.178807745,-0.731709577,-0.465721382,0.155666704,-0.459767736,-0.044228349,-0.704321514,0.118480025,-0.709829767,-1.027672552,-0.094024348,0.555470232,-0.526516354,0.311769841,-0.381812227,0.394533622,-0.95339531,1.19771273,0.323933284,-0.720635521
"A4-18","1",0.968453472,0.205856648,0.670659401,0.600058431,0.437261816,0.012240945,0.195355104,1.604244455,0.564462545,-0.05382287,1.312363193,0.540760785,0.6471253,0.028965911,1.31852914,1.593709489,0.597758978,1.128784185,0.532653978,0.285594778,1.164529787,0.492708953,-0.475188864,1.061408776,-0.140489922,1.297986448,1.303889862,-0.266029912,-0.996294263,-1.138109452,-0.995914466,-0.521487122,-0.257733951,-0.047458283,0.382373519,-0.884557643,-0.41078119,0.91680969,0.074610718,0.244140999,-0.329343083,0.470528538,-0.1365781,1.293173257,0.051621787,-0.992334797,-0.791971985,-0.476964111,0.707371782,-0.37843573,-0.501702017,1.570837548,0.711804947,-0.462923128,-0.563104275,0.680448061,-0.069649686,1.19276594,0.618529646,-0.47237594,0.803365697,-0.586292318,0.402398833,1.810595171,-0.165175751,0.121756225,1.00568713,0.460654332,-0.541753851,-0.358871023,1.740972977,-0.527772339,-0.561619343,-0.14689956,0.815094794,-1.039602498,2.416384301,-0.6993783,0.335520529,0.7714635,-0.488066589,-0.533754536,0.185761827,-0.582181375,0.583434536,-0.364320316,-0.506516909,-0.042113266,0.859990168,-0.21764299,-0.582512519,0.243685952,-0.771121013,0.460775862,-0.258787194,-0.203394202,1.208886561,0.174902115,0.536696371,-0.806663748
"A4-36","1",0.921615719,0.282440779,0.553995856,0.364611218,0.92332489,-0.551703588,0.159484669,0.587478511,0.354852734,-1.040972742,0.501569704,0.921804908,0.810653294,1.337986076,-0.223130854,1.41418241,1.249783237,1.172931922,1.161959222,1.111920384,0.369127791,1.082521039,-0.847243721,1.218453136,0.553833651,0.58189492,0.586871826,1.432435526,0.229940502,0.341559165,-0.062806414,1.150670724,-0.026539311,0.145444593,-0.079648747,-0.634177935,0.086141119,0.591992171,0.048946873,0.810164264,-0.504570917,3.531434282,1.25533145,1.707066002,-0.089357129,0.135141862,-1.619142299,-0.595140989,-0.539894098,-0.583257498,0.842139693,3.797428518,-0.176462967,-0.31841469,2.286148215,0.624087958,-0.424877911,0.972119422,-0.549012365,0.067147706,0.595219456,-0.493335349,0.875837416,2.312464805,-0.182772277,0.088948205,0.19511732,0.614336749,-0.4367763,-0.639980383,2.429278008,1.245873677,-0.528403896,-0.82240678,0.136436884,-1.034301598,3.052768133,0.28479773,-0.117525983,1.070015297,-0.809938052,-0.51005775,4.288388904,1.328883698,1.304737693,-0.328825193,-0.601351297,1.428520031,-0.722845079,-0.348547806,0.010807677,0.569246169,0.703988818,1.223212662,-0.390515251,-0.229984198,4.233570406,0.500973561,-0.672311195,0.46449815
"A4-39","0",-0.059699242,0.280706053,-0.083258649,-0.179455335,-0.206892881,1.192302484,-0.622106986,0.203328736,-0.112092027,-0.707647284,-0.144427697,-0.304184454,-0.239961327,-0.545371486,0.455138601,-0.853570935,-0.579107425,-0.201741556,-0.623093444,1.825145186,-0.642932835,-0.654886714,0.169931113,-0.075986332,1.020736118,0.213313621,0.217813642,0.157919301,-0.99667465,0.674132419,-0.857876791,-0.960102744,-0.763408585,-0.027832121,1.580032428,-0.9203281,0.911764619,-0.48195282,-1.149698704,-0.631507042,0.580256824,-0.233797825,1.18386078,0.33475922,0.452438813,-0.012492106,-0.521175431,0.768328652,-0.050499849,2.335522868,0.810876646,-0.212886035,-0.377875891,0.395614778,-0.474581035,0.606122207,1.032841903,0.395089378,1.474906252,-0.557146516,0.226985292,-0.661670245,1.762042139,-0.342871648,0.106047326,0.249948768,0.697851895,0.60727714,-0.497858401,1.265630728,-0.34518848,0.469188376,-0.719043048,-0.434884007,0.606839978,-0.6223579,-0.36593581,-0.232724066,-0.017063015,1.137602849,-0.964843193,-0.719636074,-0.501083449,0.284808385,-0.45536579,-0.389089433,-0.685411145,0.08995421,0.417758237,-0.302622991,-0.63506933,1.584830617,-0.568352207,-0.586739972,0.01544775,-0.215776576,-0.111729604,-0.408918016,-0.443912048,-0.440837731
"A4-51","0",-0.624018728,-0.302420962,-0.279894501,0.176238499,-0.167495186,0.983049767,-0.57023953,0.07288493,-0.391899904,-0.08888969,-0.041667476,-0.395993802,-0.30538543,-0.744658552,-0.47402975,0.157358109,-0.300358738,0.184150066,-0.35001555,0.845808035,-0.861578198,-0.403861437,-0.191529042,-0.491332994,0.937179387,-0.350096715,-0.346325657,0.066695034,-0.348556779,1.191165379,-0.424412335,0.228913346,-0.292709502,-0.172812551,1.35272732,-0.212694531,0.463376793,-0.400551327,-0.12825486,-0.878385666,0.280510637,1.25209699,0.917795218,-0.498211802,-1.728944485,0.121168023,0.498287007,0.241136786,0.139795736,-0.039058476,0.497118359,-0.709724435,-0.156734224,-0.756236792,-0.481372648,-0.505692505,-0.060491478,0.427674677,1.498000828,-0.671167059,0.28265582,-0.296725286,-1.002610889,-0.39663967,0.067150824,0.425100532,0.959776484,0.897997029,-0.507370287,0.160054863,-0.471157204,0.782421857,-0.245320646,0.064509894,0.052702507,-0.574724573,-0.613846703,-0.051092046,0.096535443,-0.837693808,-0.511948013,-0.237173274,-0.834323712,1.03204147,-0.409947414,-0.593176916,-0.235863224,-0.870307288,-0.279174697,0.367079756,0.062936144,0.920134657,-1.061482002,-0.734753858,-0.204433134,-0.506841686,-0.526928611,-0.82923868,0.497279257,-0.547320014
"A4-56","0",0.072634304,0.521355727,-1.008596602,-0.797767889,-0.925137541,-0.326364648,-0.583947768,-0.406538229,-1.005024449,-0.677584131,-0.351534853,-1.201069095,-0.968119755,-0.655104166,-1.85885767,-0.43554185,-1.029547829,-0.847025646,-1.106000579,1.468027441,-0.476760539,-1.20312494,-1.442730283,0.084515178,1.091882332,-1.394348415,-1.391928452,0.521706397,-1.007775485,-0.276837143,0.367669609,-1.609303275,-1.460099357,-0.992200336,0.58960137,-0.955256953,1.169655468,-0.566010251,-0.787605429,-1.165760889,-0.781706157,-0.504901879,1.62428607,-0.053028268,0.517691861,1.006174114,-0.781643622,-0.811168505,0.40610623,0.068275203,-0.29495674,-1.404398223,1.462245268,0.623853441,1.622259765,-0.209775862,-0.395272357,0.62092269,-0.050562592,-1.129282226,2.387502633,-0.377384247,-1.554954523,-0.900071015,0.272041466,-0.282910989,1.317345498,0.96584386,-0.794484896,-0.908905972,-0.657879403,-1.047370751,-0.467944996,0.286111217,0.403194608,-1.118320263,-1.062897743,-0.626127479,0.25041176,0.266487942,0.746957226,-0.391745318,-0.909187215,-0.422999945,-0.595683469,-0.396856138,-0.419838596,-0.462467697,-0.816177142,-0.645443658,-0.623739869,1.331968301,0.926474039,-1.399495027,-0.393490221,-0.696694196,-1.366743097,-1.240373186,-0.456201061,-0.513123226
"A5-21","1",-0.660588556,0.44724649,-0.524931798,-0.296666964,-0.988364128,-0.519203444,-0.613238554,-0.575836536,-0.735966505,-1.203507164,0.523356565,-0.792234936,-0.956890144,-0.211020437,-1.025679486,-0.538894302,-0.423276981,-0.298455506,-0.468567943,-1.510419729,-0.807051402,-0.506693077,1.484509399,-1.359795593,-1.747758787,-0.726102516,-0.72281795,-1.01594706,-0.601804203,0.037747216,-0.218753161,-1.13402628,-0.960886755,-0.963047217,-2.011214141,-0.475374408,-1.845432176,-1.246348237,-0.842697993,1.782715589,-0.025699921,-1.106523473,-1.587627223,-1.055984765,-0.035401503,-0.741330353,-0.991571402,0.685144127,-0.038769825,-0.65299627,-0.410742699,0.189260281,-0.447849995,0.877945457,-0.727605201,-0.60073842,-0.828289772,1.600469368,-0.566104085,0.567787081,-0.330924699,-0.129665007,-1.022085717,-0.488736227,-0.928496504,-0.407293951,-0.762385915,-1.506697603,-0.389891001,0.472616079,-0.509953672,0.234970495,0.112092613,-0.444443801,0.335264494,-0.650868338,-0.578116413,-0.008283995,-0.237479651,-0.302784261,0.576482896,0.172318112,1.012924518,0.55578257,-0.321027855,0.150402331,-0.122542815,-0.558892252,-0.266251658,-1.058596875,-0.215622066,-1.738023255,-1.199157253,-0.190780084,0.218757753,-0.191564034,-0.155313283,1.562724798,2.515798661,-0.148651534
"A5-24","1",-1.564965558,-0.475368628,-2.018142353,-1.969564783,-1.847140425,0.680093867,-1.539038151,-1.602522274,-1.913007502,-1.572335855,-1.602915343,-2.002730229,-1.785479869,-3.107669954,-1.514625145,-1.767038013,-1.187757342,-1.105868556,-1.294926239,-1.654974234,-1.880439159,-1.426090621,-1.742402536,-1.290148037,-1.900479835,-1.427035224,-1.424657553,-0.05937552,-0.194542986,-1.454522245,-3.558030828,-1.7954318,-2.355600257,-1.718767964,-1.246566304,-1.017636298,-2.080343164,-1.465580906,-1.488916983,-1.253071919,-1.426399243,-1.13159834,-1.559504244,-1.921363926,-3.306894467,-1.228377983,-2.042973805,-1.834838965,-1.98281905,2.909046405,-2.799087926,-1.627765413,-0.79088128,-0.819523696,-0.806626511,-0.724810012,-1.88600989,-2.462451736,-2.437687403,-1.942725211,-1.255856215,-0.976706003,-1.642828308,-0.85086979,-1.008401081,-3.117547194,-0.811132364,-1.357431274,-1.448632838,-0.763705111,-0.743948693,-1.076017985,-1.13534939,-0.761583835,-2.692065396,-0.9499414,-1.133858622,-1.305262427,-2.021320259,-1.762262309,-1.838683711,-1.166355759,-1.101106398,-1.081751816,-0.764646033,-1.036290784,-1.147670983,-1.871545213,-2.413454849,-1.922788141,-0.16479801,-1.785634045,-1.51250401,-2.887290154,-0.39250916,-1.505392607,-1.540621009,-1.814588808,-2.177988801,-1.343292566
"A5-27","1",0.166757667,-0.109686796,0.488805107,0.910968184,0.184262316,0.663597236,-0.576086681,1.247049234,0.41906111,-0.592286432,0.536724669,0.118435261,0.010784539,0.342850204,0.788386871,0.829998245,0.2711838,0.685093229,0.260815143,-0.668178162,0.198112001,0.131803317,-0.595428915,-0.481303439,-0.609408437,0.084049231,0.088382005,0.961356562,-0.875369176,-0.980620744,0.059494688,0.029744579,-0.395416434,0.569705793,0.661522425,-0.759128581,-0.655417824,-0.044791311,0.695956935,0.676726356,2.177051335,1.914969449,-1.063834712,-0.660678996,-0.567553882,-0.317081323,0.452409325,2.003668269,0.672406029,-0.416438633,-0.210795642,1.907335355,-0.556875329,-0.290919032,3.603031941,-0.036980274,-0.512367357,1.302169933,0.805520743,0.332895697,-0.371160935,-0.19358937,0.014290283,0.904226707,-0.983074359,-0.783229067,-0.628007358,-0.624717825,-0.342454281,1.921947835,0.862315877,1.782478925,-0.05744717,-0.660925272,0.117499897,-0.802676773,1.187954428,-0.075282941,-0.555397196,0.34126788,1.775421731,0.012134742,3.762405414,0.854805033,-0.405929795,0.042642936,-0.283636915,-0.38504355,0.270840003,0.521275056,0.007620216,-0.869980217,-0.34015209,0.909397945,1.348453032,-0.289127251,1.104498218,0.703528417,-0.305815949,-0.882310761
"A5-39","0",-0.827957701,0.877179137,-0.426608873,-0.241631821,-0.474646064,-0.227912951,-0.699260019,-0.87945509,-0.380424371,-1.820397254,-0.092341546,-0.765260856,-0.613881127,-0.377672897,-0.640308116,-0.459932109,-0.190185398,-0.4961162,-0.268863616,-0.872404303,-0.803408319,-0.349221135,0.970980782,-1.037126311,-0.8928194,-0.725593488,-0.722308263,-0.463358801,0.15223089,0.380128321,-0.292360978,1.180515086,-0.288433553,0.419179942,-0.114957003,0.306745474,-1.402643365,-1.446947303,-0.465313667,0.424864586,0.013326987,-0.987374306,-1.257028169,-1.198243539,-0.276261123,-0.846923184,-0.668795544,1.016734059,-0.170419787,-0.559045133,0.156212771,-0.071945106,-0.525989925,-0.542149732,-0.168530532,0.583898794,0.376019302,-0.051440345,-0.495183584,-0.04836246,-0.591968829,-0.488294227,0.544404355,-0.678220355,-0.89890927,0.586669742,-0.705756699,-0.91360183,-0.521702262,1.647324999,-0.707702607,-0.065601294,-0.29553118,-0.178559448,0.084936526,0.044971851,-0.732399025,-0.502070874,-0.303190906,-0.127608016,0.403078861,-0.247077853,0.648469118,0.09250761,-0.54650363,-0.039953683,-0.475271982,-0.851585577,0.704753584,-0.350014566,-0.731765875,-1.170320101,-1.02416035,-0.080855063,0.394341611,-0.372411292,-0.364982167,0.298023334,0.403920949,-0.464691732
"A5-51","0",-0.005944465,0.189459468,-0.26072521,0.643870041,0.108336607,0.317990844,-0.54185598,0.549166741,-0.483398911,-0.238864599,0.228500552,-0.19792694,0.0335992,-0.291333216,-0.679669505,-0.919243405,-0.395532617,0.07425955,-0.436867505,-0.175574594,-0.926774892,-0.46974291,-0.168489933,-0.266346209,0.363113331,-0.530292095,-0.526754182,-0.47133948,-0.982881778,0.85780778,-0.659920468,-1.225829473,-1.269327583,-1.562012023,-0.907526453,-0.872622904,-0.221516026,-0.536196546,-0.728556925,-0.893752214,-0.425845186,0.386211882,-0.335513454,-1.407167016,-1.597759069,0.192138747,0.186296729,0.611985357,-0.052255953,0.906233953,1.045364009,-0.776903436,-0.546520369,-0.910355119,-0.236313297,-0.604032874,0.93076448,0.562052284,0.961254014,-0.099120341,-0.040252896,-0.185042008,-1.100651306,-0.573941072,-0.939629948,0.155234432,-0.418441168,0.163698205,0.11190081,1.3012151,-0.645388091,2.714574579,0.066509745,0.720903364,0.420468573,-0.993837062,-0.663744599,-0.961866694,0.625701197,-0.29460857,1.572511189,0.204422632,-0.497626576,1.479285032,-0.3617516,-0.230951589,-0.262189219,0.116562837,0.765264205,-0.652790265,0.027535342,-0.339303597,-0.504283905,0.308505723,0.714113709,-0.244880184,-0.697623249,-0.844647291,0.019095694,1.887092935
"A5-72","0",-3.205689143,-2.874855598,-3.702930573,-3.904208263,-3.57661683,-1.724348884,-2.81235762,-3.682375864,-3.497117777,-2.033849176,-4.023212215,-3.242881942,-3.089253574,-2.596196038,-3.21063962,-3.287912757,-2.341053792,-3.082371812,-2.383502741,-3.196422375,-1.986123992,-2.439222257,-1.788030155,-2.264808357,-3.137031795,-2.126741981,-2.130104307,-0.728124469,-1.1467236,-2.170517558,-4.565950472,-2.230080616,-3.524462722,-3.050853422,-3.350109163,-1.04081756,-3.258052884,-2.176286435,-2.080170388,-1.326561011,-1.54778135,-2.203542786,-2.734609694,-2.915465032,-3.541781949,-1.265288955,-2.099251382,-1.857601342,-2.241202368,3.311432329,-3.752897209,-1.673679673,-0.864844545,-1.102067425,-0.848478917,-0.918655609,-2.004558171,-4.212827425,-2.898675312,-2.391030958,-1.279746578,-0.98128243,-2.054460747,-0.867260712,-1.225390636,-4.414831775,-0.862299874,-2.971059095,-1.834669744,-0.729120759,-0.892379317,-1.077955379,-1.169317907,-0.922786724,-2.762013097,-1.210183862,-1.156479541,-1.333899957,-2.045379654,-1.812739561,-1.989605551,-1.200919933,-1.109754125,-1.057336401,-0.780448395,-1.066322897,-1.175627528,-1.888479879,-2.570007774,-1.929875191,-0.253427054,-2.946704027,-1.552986754,-2.714505805,-0.39274388,-1.550767797,-1.586418463,-1.629855231,-2.205970733,-1.325048728
