"","Fold01","Fold02","Fold03","Fold04","Fold05","Fold06","Fold07","Fold08","Fold09","Fold10"
"1",0.9,0.666666666666667,0.777777777777778,0.666666666666667,0.875,0.75,0.777777777777778,0.8,0.75,0.6
