"Sample","Class","CP647","CP876","CP596","CP606","CP608","CP555","CP600","CP562","CP597","CP636","CP617","CP595","CP602","CP2492","CP590","CP609","CP615","CP603","CP610","CP1101","CP885","CP589","CP3097","CP549","CP1097","CP573","CP583","CP4957","CP871","CP1415","CP15","CP623","CP587","CP627","CP547","CP874","CP1089","CP542","CP614","CP2961","CP3342","CP515","CP1091","CP548","CP3701","CP680","CP5023","CP3347","CP461","CP870","CP178","CP1469","CP5016","CP225","CP4729","CP3404","CP3457","CP35","CP1281","CP628","CP486","CP5030","CP675","CP4080","CP838","CP139","CP4650","CP1095","CP1462","CP1172","CP4081","CP224","CP5032","CP4393","CP4785","CP868","CP4075","CP1777","CP4686","CP694","CP1238","CP5029","CP2168","CP331","CP4021","CP299","CP5031","CP1060","CP378","CP1146","CP1221","CP1094","CP176","CP2097","CP3908","CP1808","CP1467","CP2951","CP1103","CP4921"
"A1-42","0",0.330583393,0.109215342,0.683762502,-0.047087448,1.28910756,-0.601165305,0.655039372,1.433907579,0.819599885,1.578912646,-0.23157564,1.101589693,0.850881093,-0.677517538,0.17156131,1.016326462,0.605478953,1.331581744,0.866287576,-0.084037829,1.901637724,0.937377788,0.10122279,0.037267241,-0.173907014,0.665816722,0.670902209,2.267499071,-0.124868096,1.421597243,0.295850569,0.275834835,0.535043926,0.904596553,-0.776476525,0.019325659,-0.161982712,-0.028361773,0.330760952,-0.60663149,-0.264705342,-0.725406776,-0.20534975,-0.272084279,-0.038060661,-0.211897706,1.425425289,-0.609612807,-1.678240095,-0.902053195,0.524932877,-0.992222347,0.159153918,-0.136437717,0.321290915,-0.147530578,1.205162315,0.445229126,-0.157131533,0.069292733,0.440174795,1.283740824,0.408511973,-0.590561421,1.742247382,1.588413916,-0.483121801,0.290591798,2.469357146,-0.610512348,-0.557431532,-0.326369805,1.283487093,0.330856984,-0.942353145,0.599900555,-0.862616145,2.068850176,-0.628196481,-0.436666259,0.438595834,1.161193486,-0.580683325,-0.723341577,-0.363540682,1.891470034,1.539221411,0.015722437,-1.230364584,-0.767564134,-0.262382148,-0.575107054,0.58854174,0.248648834,-0.282265527,0.053059321,-1.071071253,-0.588184358,-0.607592797,0.039862912
"A1-45","0",-1.601951317,2.348950378,-1.703545145,-1.977098691,-1.813134622,-1.353110184,-1.345662515,-2.601399209,-1.546908539,1.113601317,-1.998470615,-1.339763396,-1.507156214,-1.085889821,-1.251197562,-2.256471709,-1.446026172,-1.898387947,-1.385907329,0.233545021,-0.752615327,-1.126103566,0.066741358,-0.726271883,1.074876163,-1.415121166,-1.412728081,-0.309169323,2.173689853,2.511409606,0.66164323,-1.241838752,0.874082313,-0.881432883,-0.893205776,2.197844552,1.317228709,-0.396422233,-1.31030478,0.393162367,-1.328042648,-1.046030734,0.563795249,-0.702574327,1.426253553,-0.00099226,0.311345718,-1.546465876,-1.73053653,-0.995811905,-0.098953736,-0.98442271,-0.438613724,-0.051081924,-0.774367833,-0.851549301,3.94350611,1.139697981,-0.480834762,-0.036024411,0.12306373,0.229284986,-1.071987904,0.300439816,-0.690249418,-0.555414948,-0.491086495,1.595441181,4.123968346,0.752534986,0.196635727,-0.995559868,0.007234184,-0.505249089,-1.459690273,1.534808683,-0.141565134,1.984495632,-0.54371403,-0.817404871,-0.112301638,-0.025530748,-0.870053271,-0.795642244,0.417420915,-0.699253763,0.568350606,-0.079181578,0.158073454,-0.449140432,-0.786326842,-0.308460979,-0.821931584,-0.694481539,-0.248547641,1.076202013,-1.035791516,0.028032849,-0.077356997,1.550435593
"A1-48","0",-1.79438253,1.25513529,-1.282932983,-1.269175256,-0.994503032,-1.122277036,-0.85224549,-2.098851036,-1.288986977,0.662531773,-1.253903889,-1.064679704,-1.266183782,0.858620476,-1.036278588,-1.608285059,-1.215373684,-1.285097256,-1.100279935,0.792894282,-0.308588619,-1.171561318,0.758783443,0.095647793,2.365301097,-0.392446475,-0.388730211,-1.184929707,2.222017181,1.705395427,0.249592591,-1.533812655,0.514642796,-0.421905779,-1.182053627,2.44822363,1.3397132,1.43758587,-1.325733813,0.290613127,-0.88321702,-1.295414969,1.151829787,-0.666211079,1.846046398,-0.382068805,0.821635003,-1.123099628,-0.221438606,-0.415979863,-0.163065927,-0.828803067,-0.235047788,1.067761707,-0.345789748,-0.979673931,0.721063956,0.769788572,0.628892351,0.677917627,0.728294206,0.094948659,-0.682285646,-0.388584548,-0.680651217,-0.411301866,-0.514194488,0.364604742,2.028305571,0.204200333,-0.3008227,-0.888592581,-0.067914229,-0.461511762,-0.390253831,2.570352448,-0.694123742,3.847558802,-0.66222692,-1.125986104,0.243453034,-0.123960138,-0.522173433,-0.959551451,-0.574592587,-0.252697186,0.29967789,0.043558672,-0.364713289,-0.955251494,-0.708155014,1.295345333,-0.848327961,1.075219733,-0.277371249,1.771407691,-0.879834077,0.950788006,0.109495862,-0.321705608
"A1-51","0",0.163225767,-0.388232393,2.086527387,-0.049175891,1.858820161,0.433753133,1.624399121,1.561109729,1.76957908,-0.10103448,-0.023304194,2.293820861,1.444149334,-1.462733793,1.628929466,1.721954089,0.617311657,1.381046314,1.04842339,0.531080564,2.534065543,1.223587777,1.053929765,2.39667313,-0.559150947,2.162490174,2.169512119,-0.004556633,0.277368251,0.108672208,0.151940545,0.180024789,1.707681265,2.076144012,0.311391371,0.4365437,0.564811295,2.737706122,0.449730593,-0.93239766,1.575229459,-0.30694588,0.118871876,0.367763675,-0.744232168,-0.088961545,1.83451735,0.931592776,-1.506466751,-0.794186963,-0.792213833,-0.258496026,0.223936898,-0.413173197,0.66576074,0.551105822,2.958280591,-1.821820616,-1.382901618,0.398947325,0.967688883,1.561580101,-0.618021774,2.314144877,0.095290082,0.349449939,-0.276365565,-0.423772731,1.220802755,-0.65770908,2.432601306,-0.972760185,1.360402341,1.153177507,0.181690873,0.652058398,1.746917312,-1.269460887,0.792264294,-1.068481287,-0.870028083,1.174235316,-0.954123573,-0.908103795,-0.574779899,0.276202148,1.604238344,-0.422647899,-0.26295436,-0.64090946,-0.073179481,0.333971935,-0.635648435,-0.870267769,-0.354591082,-0.174978046,-0.203504346,-1.057179251,-0.8759392,1.755142214
"A1-54","0",-1.436010027,1.363861555,-0.575351777,-1.367003262,-0.33567966,-0.894130633,-0.551230641,-0.508631819,-0.574708176,1.467435926,-1.97049104,-0.151311711,-0.263941017,-0.45839387,-1.157097402,-1.447330452,-0.815887175,-0.235126454,-0.691733302,0.28502996,0.082207287,-0.75760541,0.507509554,0.341096294,0.914197381,-0.418574312,-0.414891854,2.848062335,2.545087778,0.671267752,-0.062632852,-0.826468967,0.724032742,-0.107847845,-0.764858006,2.540402031,1.170605384,0.369198066,-1.016983784,0.766671399,-1.314897488,-0.655072426,1.177450227,-0.048449454,1.992174446,-0.231778182,0.615190551,-1.562115178,-1.490745314,-0.698987742,0.21261432,-0.400337234,-0.157270797,0.533707353,-0.660063213,-0.21462229,2.06824213,-0.509268352,-0.301324547,-0.181703443,1.078065966,0.56432531,-0.63766555,-0.021003977,0.344467371,0.83197172,-0.505471864,0.968868388,1.719211174,0.689217341,0.003489457,-0.935967961,0.237130841,0.309368772,-1.889041488,1.311731448,-0.22291967,1.632820563,-0.848136682,-0.438537821,-0.537487563,0.033825055,-0.663711192,-0.766848587,-0.703780424,-0.344318399,0.748616879,-0.177571462,-0.83304047,-0.723628246,-0.413700726,0.196999827,-0.795839186,0.879416993,-0.330115469,1.00563763,-0.446105997,0.773059776,-0.368642434,-0.091155791
"A1-57","0",0.01448649,0.445902573,1.074779548,-0.057389192,1.732307392,-0.785631568,1.479257256,1.232472358,1.282124776,-0.606228409,-0.484350682,1.660201588,1.839861839,0.44121784,-1.036610354,0.80478103,0.810411053,0.65650288,0.949242615,0.951690525,2.254846829,1.296609965,1.229729329,1.605216795,0.912430002,1.746601362,1.753085213,-0.339802413,1.079764905,0.594411778,0.218575262,0.193374008,0.140933183,1.411459884,-0.769753002,1.268826417,0.840605718,0.958791334,1.586674539,0.429333794,2.940930176,0.225050137,0.992067253,0.783653933,0.461224585,0.042662505,1.352520573,2.255067668,0.046302565,-0.901591913,0.979645115,0.986843854,0.803551345,0.419226944,0.792183568,0.098533418,2.105505776,0.901045763,-1.217514561,4.050867927,1.494120316,0.070343779,2.202022028,2.189390872,-0.101656415,0.9060607,-0.431513989,0.152023824,2.198238194,1.231115842,2.261475877,-0.011459209,0.155041307,0.747356651,1.523241797,1.206246153,1.480610847,1.788340229,0.604070914,-0.391435029,0.826833345,0.1215682,1.239331884,-0.674867296,0.747307502,-0.057963383,0.21424872,1.075097814,1.014957275,-1.614793581,-0.405950987,0.207303115,-0.608924883,3.653003352,0.227275318,1.389434668,1.555629789,1.011524106,-0.275145788,2.670936946
"A1-63","0",-0.176669403,-1.412964507,1.085619513,-0.617551103,1.045290006,-0.760417069,1.772447805,1.186475354,1.070718208,0.747494441,-0.646241894,1.443884055,1.196059529,1.378989696,1.177943132,0.595505392,0.479968734,0.725589892,0.70228374,1.010167487,1.525567104,1.02619511,0.698689821,1.723772235,0.841747292,1.348576132,1.354545001,-0.462302253,1.286559072,0.199219409,1.31582192,0.180377208,2.563669606,1.445906026,0.213094583,1.509130663,0.986797706,2.043692662,1.134931651,-0.450216328,1.245908851,1.015453393,0.701446851,1.02816667,1.641952078,-0.243142408,3.345463003,0.785976415,-1.552452277,-0.864913008,1.220706996,-1.121019011,-0.235487264,-0.462684232,-0.372725905,-0.208868159,2.592751292,-0.491266225,0.077614527,2.138031993,0.976387444,0.298999277,-1.067850859,-0.090701282,1.565774447,2.44960828,-0.451828194,0.914517763,1.014357919,0.228729411,-0.107963575,-0.49925163,0.227235564,0.324115327,-0.654563316,1.849235604,-0.308337095,3.596048112,0.151338511,-1.195052568,-0.985211082,0.294277805,-0.861157876,-0.012139813,-0.429407651,-0.255950656,0.233582501,0.523785623,0.557318275,0.253848342,-0.136231596,0.703968096,-0.560102023,2.294482914,-0.277669728,1.103421058,-0.938740375,-0.107574556,-0.452601196,0.026279999
"A1-66","0",-0.016361584,-1.081339984,0.137827425,0.68012569,0.094942501,0.28164225,0.099141718,0.208832723,0.246611844,1.32243156,-0.386015085,0.319015791,0.48359514,-0.435082103,-0.021260719,0.269583838,-0.166648004,-1.379913631,-0.019867949,0.941541959,0.473606696,0.152337043,1.389691512,0.157110446,0.47203332,-0.075887696,-0.071761856,-0.681125444,1.414471508,1.055143781,2.116553317,-0.469472428,1.338675472,0.952957022,0.587271136,1.615999501,0.158153616,0.8364111,1.039601121,0.800646505,3.426448629,-0.570078965,0.288962735,0.494523836,1.128544339,0.215726818,1.403810621,2.594483765,-0.804201931,0.823873488,-2.821427453,1.701244225,0.882072698,0.014547114,-0.566061831,-0.14698895,0.956874352,-0.074069958,-0.506617346,1.013022296,-0.915329851,1.389502586,0.352893154,3.156615938,0.605833832,-1.926238047,-0.654180317,0.747316393,1.88363938,0.192119041,3.115489866,-1.017478003,1.124605182,0.486510655,0.337211481,0.912600382,2.465484691,3.482046428,0.7182894,-0.952538356,0.637787892,1.011251601,0.180343589,-0.882600026,-0.437140659,-0.168964587,1.461079227,-0.37643445,1.172618752,-0.518958732,0.498503469,0.708210801,1.764678971,-0.166045335,-0.311470232,2.317497464,1.919548493,0.465793046,-0.767005194,2.67014728
"A2-03","1",0.062784929,-0.118361803,0.185951652,0.573593638,0.49921323,-1.079710611,0.343990471,0.234906093,0.001157845,-0.567576883,0.151899595,0.268599179,0.448776839,0.325837587,0.572165335,0.139340739,0.302589139,0.790995825,0.361266393,-0.036220232,0.674746281,0.448048693,0.77499761,0.149780545,0.486540616,-0.160217295,0.218040096,-0.855530232,0.112485857,-0.153901383,0.254549185,1.03555335,-0.419989318,0.612423907,-0.957432139,0.265520097,0.63683547,0.155078006,1.674485848,1.527571614,-0.146354554,0.269930441,0.816844764,-0.362803482,-0.326185729,-0.572411464,0.020655332,-0.162035559,-0.773104308,-0.693631827,0.38056521,-1.149939083,0.077278169,2.197073507,0.092308229,-0.596272055,-1.117532382,0.846800793,-0.30241695,1.243935121,-0.672965566,0.462374576,1.104257818,-0.74871586,-0.038223081,-0.091745375,0.734127898,-0.026222358,0.242723193,-0.665794987,-0.546735859,0.203487017,0.334336779,0.226157583,1.075128338,0.29481828,-1.100092732,-0.638534184,2.055458507,0.634063983,0.410299623,0.291277247,-0.38577406,0.174188162,-0.217078727,5.638868914,0.359666905,-0.885073958,0.851974169,-0.518554646,-0.473701513,-0.089777661,-0.271227708,1.348829305,-0.391687717,-0.565690235,-1.148111119,1.37608562,0.855305628,-0.222005084
"A2-06","1",0.751452333,-0.110714459,1.108958014,1.150536244,1.104974701,1.281565211,0.990676128,0.879084144,1.103270559,-0.134070888,0.817944195,1.114674311,1.414954695,-0.427703587,0.847101374,0.804039738,1.227473335,1.022300622,1.241458266,-0.463431884,0.451620481,1.378029003,0.261600528,0.595752757,-0.729979573,1.306723085,1.312637803,-0.40642006,0.107566413,-1.712012291,0.358015193,1.101338727,0.988406274,2.264385197,0.962378969,0.260417423,-0.610926539,0.375886306,0.430772857,1.941550998,0.177348935,-0.215283557,-0.835770906,0.549480646,0.181793346,-0.48785909,-0.62254303,-0.069069946,1.712491923,-0.755814942,-0.791322228,1.671014811,-0.141252693,-0.453087896,-0.599600277,0.619307564,-0.773244168,0.330300519,-0.784323824,4.706740087,-0.509855242,-0.417938072,-1.192160736,1.040649915,-0.033663285,-0.025373974,0.800170264,-0.082366015,-0.128688613,-0.190514133,0.910842454,-1.056444897,-0.486760322,-0.698548478,0.352596134,0.765250651,1.152536502,-0.444942542,1.837533594,0.19902263,-1.0782224,-0.492305532,0.990945084,-0.950288874,0.255406417,-0.176971501,-0.397401444,0.519959876,0.147288505,0.442630422,0.375882716,-0.390275071,2.328640339,-0.376382605,-0.307430521,-0.709167434,1.137037133,1.931186006,-0.610722113,-0.657970176
"A2-09","1",1.141777713,-0.731619483,1.00664381,1.104822163,0.648627931,0.86816368,0.900863795,1.001160724,0.852298509,1.219119506,0.721009982,1.119476841,1.042151629,0.539545618,0.370032985,0.697229567,1.831293971,0.072946472,1.857938301,1.415685225,0.994285026,1.820368604,-0.613825148,0.762901546,1.440921026,0.461724649,0.466546074,-0.139084615,-0.39978983,0.533735138,0.711545578,0.790137934,0.767373974,1.546863459,-0.903362259,-0.265835808,1.437268199,0.951057196,1.913904184,-0.886087899,0.382371553,-1.034485501,1.920959189,0.298057079,-0.889232826,0.425748582,0.435930966,0.250178259,0.741179608,-0.456371426,0.387134042,0.517114362,-0.32377979,-0.189341945,-0.328140315,-0.410427817,0.415171991,-0.102470735,-0.100963629,1.217487942,-0.416673906,-0.371991522,0.903943228,-0.192459694,0.801935766,1.732753798,0.498911037,0.849747014,-0.102512543,-1.012104525,-0.200842853,-0.891243494,-0.324916159,0.622261208,1.262737355,0.271248462,0.186785033,-0.305922915,3.07789536,-0.079604028,0.314033166,-0.281870529,-0.365290884,-0.605835353,-0.543907977,-0.288445932,-0.313755607,-0.510895619,0.142980615,0.366088647,-0.145973491,1.139227158,-0.696512746,-0.343115065,-0.390734219,-0.970531011,0.473618531,-0.77526843,0.309384913,-0.596597956
"A2-12","1",-0.650757281,-0.070603346,-1.665577508,-1.553108728,-1.553431056,1.224687113,-0.968743904,-1.6375997,-1.512366461,-0.725493895,-1.688924061,-1.674962423,-1.54493914,-2.426995031,-1.2318242,-1.753042487,-1.049570432,-1.158768132,-1.16512136,-1.626492847,-1.810763631,-1.292244249,-1.699131236,-1.305072352,-2.109901452,-1.458589201,-1.456252356,0.201280685,-0.130102618,-1.279256952,-3.412056207,-1.422539993,-2.269449326,-1.527745175,-1.363002855,-1.026830654,-1.849423357,-1.513401823,-1.283391576,-1.274943538,-1.499712182,-1.325299874,-1.746820864,-1.761291153,-3.414357057,-1.224474059,-2.020870922,-1.824536557,-2.230721714,2.607657733,-2.929924384,-1.620088122,-0.792407329,-1.056429729,-0.849095032,-0.463625215,-1.978626162,-3.221079767,-2.733594232,-1.906956438,-1.266029129,-0.979950319,-1.274163438,-0.81983919,-1.19490454,-3.362703334,-0.983766058,-1.89073248,-1.831196096,-0.705807619,-0.697936951,-1.067964836,-1.158484661,-0.814311676,-2.731574836,-0.763629917,-1.14837357,-1.333843422,-1.983340095,-1.758174585,-1.997951626,-1.196272857,-1.107788948,-1.061105052,-0.764036997,-1.063971699,-1.173170463,-1.789230784,-2.525077871,-1.913269607,0.026444096,-1.869791533,-1.394069496,-2.586950821,-0.395074387,-1.550558548,-1.563390511,-1.514211948,-2.204492528,-1.284602731
"A2-18","1",0.541066886,-0.75202027,0.43165942,0.219407911,0.376793995,0.59009364,0.574780833,0.36697653,0.604336406,0.573091868,0.290206875,0.331094177,-0.057518414,0.793557916,0.957922262,0.588459203,0.354879675,0.734533513,0.383568563,1.357267239,0.315002189,0.382289934,0.137193265,0.8824594,1.237285843,0.550155886,0.555091727,0.16703413,0.241928735,0.773610412,0.32063856,0.311935032,1.098755527,-0.480776619,1.353010602,0.399784204,1.382857383,0.535799914,-0.306487267,-0.864291732,0.3505399,-0.422632845,1.580227976,1.660902053,-0.273581812,-0.173408677,-0.202407182,0.293028145,0.548567107,-0.228857969,-0.834868482,1.046573114,-0.439346156,-0.237502019,-0.690974851,-0.578982162,-0.221195569,0.363427006,0.152388653,-0.503373472,-0.720955964,0.182100402,0.483204009,0.346850054,1.239195741,0.244272278,-0.27455767,1.280489423,-0.072338324,-0.76562716,0.281022295,-1.078294959,0.130609914,1.992630718,-0.018411562,0.700605805,0.646451037,-0.483423483,1.525257304,-0.002337379,0.649374283,0.1029623,-0.081408127,-1.068961719,-0.429264396,-0.298285703,0.216450073,-0.587410833,0.99822022,-0.40540045,0.1489693,0.850832893,0.296538174,0.281039895,-0.39161205,-1.049629124,0.945286023,-0.84023917,1.549100413,-0.737009363
"A2-21","1",-0.425197721,-0.644668915,-0.589009217,0.204871994,-0.504920253,0.224545796,-0.810257252,0.301262812,-0.40585747,0.372276868,-0.625045741,-0.390906392,-0.265845215,-0.009202118,-0.438661206,-0.09339686,0.019957039,-0.031118142,0.10101704,0.248065771,-0.746769881,0.094020173,0.801972263,0.30778541,0.61857374,-0.138803168,-0.13475873,-0.259405039,0.904386735,0.385805304,0.195981676,-0.203619344,0.991618848,-0.981830064,-0.328085076,1.086916113,0.554193282,0.39178898,-0.070088708,-0.756405481,0.422603123,-0.601019035,0.845657874,-0.65898687,0.040188623,-0.201495196,-0.238322598,0.445933045,-0.635215986,-0.360654915,-0.674805272,0.434388453,-0.034408668,0.379504282,-0.668879578,-0.944288606,0.280060372,-0.132726912,-0.965854398,-0.550005387,-0.600741027,0.661494633,0.01347689,-0.430537589,-0.5043981,-0.016885663,-0.453420797,0.201398925,-0.097078778,-0.845551793,-0.46383914,-1.044708941,0.385807092,1.509477737,0.276255455,1.423294331,-0.291825538,-0.811647912,0.967733696,4.141934454,0.097820849,0.280974663,-0.08488245,-1.074630123,0.177790085,-0.053611449,0.558804476,0.05471101,-0.370393957,1.286091533,-0.229986864,1.091923127,-0.060874689,-0.221413891,-0.386186199,-0.854824872,0.121157179,-0.649338295,1.425000192,0.353179458
"A2-30","1",0.55278323,-1.053375686,0.296161813,1.436143435,0.115436053,1.03520205,0.478085081,0.488365108,0.198929049,1.395309223,0.805891046,0.235672809,0.182311453,-0.396059855,0.400778053,0.753418967,1.936458806,1.148596908,1.866131955,-0.59884329,0.588808238,1.798106076,-0.718395256,0.847709593,-0.301743147,0.781127187,0.786361868,-0.465966897,-0.668340387,-1.428555892,0.415040188,1.067194031,-0.049131377,0.977450278,0.477008437,-0.544388799,0.020117432,1.054763898,0.62760738,-0.336250044,1.144256103,-0.517308004,-0.352846253,1.386231001,-0.189283668,-0.622206573,-0.518832116,0.816742222,0.822938608,-0.841929792,-0.449558645,0.951028408,-0.279801617,-0.5937931,-0.642868136,-0.137935243,-0.322393243,0.559820164,0.170891906,0.165660217,-0.361485784,-0.282339076,1.055502949,0.438651963,1.699450802,0.283573284,-0.014534915,-0.844864161,-0.55399983,0.573013725,0.406618769,-0.981463509,-0.287108166,-0.567333308,0.398493701,-0.710264116,0.696162665,-0.289178008,1.336476904,4.3216459,2.149749122,-0.234250994,-0.296104054,-0.843251765,-0.40431437,-0.415768728,-0.18596348,-0.587622185,-0.180582652,-0.244596287,0.324947459,-0.016474588,-0.198268579,-0.347348045,-0.210149812,-0.676833303,0.51535995,-0.017556062,-0.716813307,2.408012385
"A2-33","1",1.247228924,-0.625203714,1.403593892,1.467511492,1.825930469,-0.614056441,1.750754853,0.846883722,1.227953777,0.266117851,1.087490229,1.589764959,1.458798381,0.113490645,0.459380043,1.072652125,1.974292261,1.095265223,1.980085412,-0.063612803,0.922744412,1.923113469,1.272303222,-0.159312576,-0.038373458,0.298167962,0.30277777,-0.228794322,-0.641783152,-1.309226987,0.551337579,1.564012289,0.184476709,1.234866334,-0.767894156,-0.516842413,-0.579691701,0.083376019,1.330386571,-0.238906961,0.512968507,-0.568383756,-0.770693525,0.195784937,0.65441555,1.260510295,1.105404892,0.435086526,0.081809923,-0.747373846,0.198425095,0.350215664,2.427432753,0.164171159,-0.621987516,-0.032264962,-0.26251888,-0.718162475,-0.622084839,0.374493172,0.232177601,2.152511617,1.488933158,-0.734455778,1.769223614,0.775506124,-0.016346242,0.008105167,0.181574575,-0.372083334,-0.733335928,-0.391572554,1.812111688,0.636033965,1.171945584,-0.753282857,-0.73673604,0.123784918,1.383323613,1.526486622,-0.625721288,1.715518711,-0.457727221,-0.701781256,0.901100261,-0.022597342,2.562992172,-0.352774301,0.173866479,1.478356662,-0.634305754,-0.424750489,3.169069686,-0.13576212,-0.352961409,-0.823253649,0.296464876,-0.21481008,0.43010404,1.994753145
"A2-36","1",1.702350357,-0.834051407,2.53023631,1.313886975,2.601703861,0.738484365,2.601265323,1.956822292,2.937201383,-0.589307395,1.472890088,2.570006781,2.750483516,0.833541075,2.434153748,1.614344296,2.846727725,1.666226549,2.83252595,0.372361429,2.61447745,2.76944889,-0.759770296,2.386807924,0.457404118,2.129199749,2.136178621,1.25114599,1.521747593,-0.318895402,-0.138000532,3.56826645,2.308827596,0.562444504,1.902626627,-0.765788848,0.197426763,1.975355678,2.777397001,-0.744472572,0.897555151,-0.276715346,1.079853863,0.623262225,-0.781654723,0.646394524,-0.313028713,0.925346168,0.221285154,-0.596405097,-0.362012259,-0.748463065,-0.00503782,-0.616677995,0.959351267,-0.860362759,-0.444108911,-0.100064175,-0.047501752,0.676522064,-0.405420936,-0.282383061,3.389955214,-0.717630577,-0.31194513,0.097701899,-0.031513265,-0.036443293,-0.181529039,-0.737624499,-0.756786312,-0.869879997,-0.268992402,-0.375054845,0.558919243,0.158653184,-0.907296957,0.048634702,0.695772099,-0.281934371,1.481810123,-0.222249411,-0.67786943,-0.791761457,0.01158144,-0.375971836,-0.395158324,-0.826934219,-0.263206286,1.890683487,-0.633449319,1.100335076,0.960303872,0.880614351,-0.385798238,-0.538359802,-0.765291907,-0.563854217,-0.435929387,0.086191699
"A2-39","0",1.339686955,-1.79222635,1.670343999,2.236135657,1.965933639,1.114859731,2.15209308,1.629813213,1.90556003,1.803314921,1.686950826,1.732815016,1.872001929,-0.557590026,1.957917635,1.691476323,1.628205882,2.233441199,1.595973478,0.023194607,2.234794331,1.579228122,-1.142612989,1.854118536,-0.014185636,0.713271685,0.718418572,-0.512446776,-0.870772764,0.673452758,-0.084174192,-0.155520759,0.463856224,0.408193175,-0.342255801,-0.757535457,0.673471557,1.365245961,2.074814177,-1.425464683,-1.082475889,-0.388482405,1.399874839,0.735529929,0.045349118,2.301844985,0.626242747,-1.140738471,0.415002658,-0.605611096,-0.778273258,-0.097608687,0.506176974,-0.743471491,-0.637779911,-0.513722843,1.337928776,-0.358353933,-1.073078604,-0.659219981,0.320635568,6.813401744,0.666427848,-0.61745694,2.825173675,0.263928506,0.240495537,-0.044648506,-0.505224809,-0.959689475,-0.679910458,-0.941325805,7.212161101,0.343056996,-0.084988406,-0.969874709,-0.386091662,-0.251375775,2.40334083,-0.145604214,-0.983846585,7.256268722,-0.987213999,-0.886005926,-0.561708909,-0.165188634,6.036896707,-1.07627435,0.238886066,-0.746190647,-0.051286669,0.202621877,0.346695723,-1.063536022,-0.393331278,-1.152165537,-0.189607131,-1.452462684,-0.584233658,4.840942579
"A2-45","0",0.129764701,0.489440617,-0.318006286,0.336553954,-0.476153724,0.796244563,-0.15418664,-0.071348761,-0.390251502,1.249453858,0.721320382,-0.220336548,-0.384455521,-0.589595558,-0.101816784,-0.547270536,0.197140887,0.159708279,0.149069387,0.152821947,-0.961530959,0.165238431,0.351890624,-1.113009754,0.866361572,-0.54104516,-0.537521159,-1.05284557,-0.042814937,-0.387272883,0.253383606,-0.226434426,0.427253064,-0.906958847,1.007038651,0.10443497,0.56143002,-1.175151328,0.131770067,-0.831855521,0.670328265,-1.197936197,0.175462875,0.017912577,0.323857619,1.805810711,0.912794066,0.704757402,0.148498431,-0.286158027,-0.385374966,-0.789224188,0.121912339,1.773697301,-0.669128144,-1.019895438,0.217560554,-0.31206589,0.929342,-0.976980179,-0.798537622,0.817441235,-0.170406469,-0.645396374,-0.93907739,0.072674241,-0.326210914,0.562186264,-0.191714169,-0.45186392,-0.726370166,-1.003320714,0.667109309,-0.898984337,1.009085576,0.704132547,-0.919584928,0.0285101,0.695936093,1.292623902,-0.25835915,0.639886667,-0.705066806,-0.902114643,1.451024625,-0.37809007,0.795038214,-1.216473014,-0.444084675,2.369068559,-0.851255231,0.813154488,0.173622521,-0.600790421,-0.394542135,-0.14330876,-0.812517332,-0.807288664,0.601188393,0.038678541
"A2-54","0",0.028324297,0.323847845,-0.437832043,-0.072773695,-0.440381899,0.668653044,-0.064793684,-0.050847147,-0.397247269,0.923919551,-0.126605684,-0.312710136,-0.261660927,1.068786033,0.519479877,-0.849608332,0.170208848,0.178478078,0.14417506,-1.281553351,-0.852824777,0.211150326,0.671315734,0.018284051,-1.258973789,-0.49552312,-0.408330042,-0.818221863,2.690103281,-1.316837718,-0.264340868,0.631415959,1.212597819,0.753633056,-0.333012953,2.939143452,-1.069081068,-0.469701498,-0.702757977,-0.157354915,0.76592869,0.152753711,-1.336077155,0.41053435,1.265199799,0.45843308,0.982244437,0.687284668,0.642451595,-0.582917222,-0.416907327,0.143973808,0.001329432,-0.174159675,-0.533062273,-0.967627533,0.649059881,0.166608855,-0.98061429,-0.544557212,-0.703924563,0.492273646,-0.722135108,0.021736688,-1.028980843,-0.208681631,-0.231466673,-0.735212142,0.149012912,-0.397656959,-0.054107004,-0.846736383,0.388417851,-0.723467904,1.040529783,1.65956371,0.041897437,-0.122331363,1.196223466,2.684826509,-0.432097383,0.339154615,-0.319933281,-1.055786687,2.781435324,-0.395994237,0.346472869,-0.569471185,-1.012154243,1.545231934,0.004399933,-0.806380685,0.461685773,0.493774333,-0.351262848,-0.17464609,0.06316876,0.091950511,-0.691853122,0.488587278
