"","Fold01","Fold02","Fold03","Fold04","Fold05","Fold06","Fold07","Fold08","Fold09","Fold10"
"1",1,0.833333333333333,0.666666666666667,0.5,0.666666666666667,0.666666666666667,1,0.666666666666667,0.833333333333333,0.666666666666667
